id,oldId,title,prompt,text,isHidden,isPg,isFeatured,temperature,topP,createdAt,updatedAt
11000,,Kid in Candy Land,"Kid in candy land ","Once upon a time, there was a [adjective] kid named [proper_noun]. One day, [proper_noun] stumbled upon a magical [noun] that transported [them] to a land filled with [adjective] candy of all shapes and sizes. [proper_noun] couldn't believe [their] eyes and immediately started [verb] all the delicious treats. After [verb_ending_in_ing] for hours, [proper_noun] realized that [they] had eaten so much candy that [they] felt [adjective] and couldn't move. [proper_noun] knew [they] had to find a way back home before [they] turned into a giant [noun]!",false,true,false,0.70,1.00,2025-04-13 04:32:56.82466+00,2025-04-13 04:32:56.82466+00
11001,,Lonely Astronaut,Lonely astronaut finds alien civilization.,"Once upon a time, a [adjective] astronaut was floating through space when suddenly, they stumbled upon a [adjective] planet. Upon landing, the astronaut was amazed to find a bustling [noun] and a friendly [noun] waving at them. The alien civilization welcomed the astronaut with open arms, and they all danced under the [noun] together.",false,true,false,0.70,1.00,2025-04-13 04:37:55.357422+00,2025-04-13 04:37:55.357422+00
11002,,Lost in the Forest,Lost in the forest,"One day, I went for a [adjective] walk in the forest. As I was [verb_ing] through the trees, I heard a [animal] howling in the distance. It made me feel [emotion], but I continued on my journey. Suddenly, I stumbled upon a [noun] that led me to a magical [place]. It was a breathtaking sight that I will never forget.",false,true,false,0.70,1.00,2025-04-13 04:39:29.993352+00,2025-04-13 04:39:29.993352+00
11003,,Lost in the Forest,Lost in the forest,"I was [verb_ing] through the forest when I stumbled upon a [adjective] [noun]. It was so [adjective] that I couldn't resist touching it. Suddenly, I heard a [animal] [verb] behind me and I [adverb] ran away, trying to find my way back to [place].",false,true,false,0.70,1.00,2025-04-13 04:41:20.153906+00,2025-04-13 04:41:20.153906+00
11004,,Lost in the Desert,Lost in the desert,"I was [verb] through the scorching desert, desperately searching for [plural_noun]. Suddenly, I spotted a[n] [adjective] oasis in the distance. As I approached, I realized it was just a mirage. My [noun] felt like it was going to melt, and I knew I had to find [a_famous_person] before it was too late. After hours of wandering, I finally stumbled upon [a_place], where I was rescued by a group of friendly [plural_noun].",false,true,false,0.70,1.00,2025-04-13 04:41:23.484909+00,2025-04-13 04:41:23.484909+00
11005,,Sexy Bedroom Mad Lib,"Sexy Bedroom ","Last night, I was feeling [adjective] and decided to surprise my partner with a romantic evening in the bedroom. I put on my [article_of_clothing] and lit some [adjective] candles to set the mood. When my partner walked in, their eyes widened in [emotion] as they saw me standing there. We spent the night [verb_ing] and enjoying each other's company, feeling [adjective] and completely connected.",false,false,false,0.70,1.00,2025-04-13 04:41:53.036438+00,2025-04-13 04:41:53.036438+00
11006,,Vacation at the Dump,"Vacation at the Dump ","My [adjective] family and I decided to take a vacation at the dump this summer. We packed our [plural_noun] and headed off for a week of [adjective] adventures. When we arrived, the smell was [adjective] and the sight of all the [noun] was overwhelming. Despite the [adjective] conditions, we managed to have a [adjective] time scavenging for treasures and exploring the [adjective] landscape. It was definitely a vacation we won't soon forget!",false,true,false,0.70,1.00,2025-04-13 04:44:10.442931+00,2025-04-13 04:44:10.442931+00
11007,,Lost in a Dream World,Lost in a dream world,"I fell into a deep [adjective] dream and found myself in a [adjective] [noun]. The sky was [color] and the grass was [adjective]. I wandered through the [noun] and encountered a [adjective] [noun]. It offered me a [adjective] [noun] and I took a bite. Suddenly, I woke up feeling [emotion].",false,true,false,0.70,1.00,2025-04-13 04:46:34.396379+00,2025-04-13 04:46:34.396379+00
11008,,First Date,"First Date ","Today, I went on a [adjective] date with [a_person]. We decided to go to [a_restaurant] for dinner. When we arrived, I was surprised to see that [a_person] had brought a [adjective] [noun] as a gift for me! Throughout the evening, we [verb] and shared stories about our [plural_noun]. It was a [adjective] night and I can't wait to see [a_person] again.",false,true,false,0.70,1.00,2025-04-13 04:50:05.732426+00,2025-04-13 04:50:05.732426+00
11009,,The Hunt of Your Life,The hunt of your life,"Today, I went on a [adjective] adventure in the [place] with my [adjective] [animal]. As we trekked through the [adjective] forest, we stumbled upon a [noun] that was [adjective]. My heart raced as I reached for my [weapon] and prepared for the [adjective] battle. After a fierce fight, I emerged victorious and returned home with a [adjective] story to tell.",false,true,false,0.70,1.00,2025-04-13 04:51:32.781948+00,2025-04-13 04:51:32.781948+00
11010,,Left at the Altar,"Left at the Altar ","As I stood at the altar, waiting for my [adjective] bride to walk down the aisle, I couldn't help but feel [emotion]. I had dreamed of this moment for [number] years, and now it was finally happening. But as the music started playing, and everyone turned to look at the entrance, I realized that my [relation] had left me standing there all alone. I felt a mixture of [adjective] and [adjective] as I watched her [adverb] leave the church. It was a moment I would never forget.",false,true,false,0.70,1.00,2025-04-13 04:52:46.132949+00,2025-04-13 04:52:46.132949+00
11011,,Talking Animals Save the Day,Talking animals save the day,"Once upon a time, in a [place], a group of [adjective] animals discovered they had the ability to speak. They decided to use their new found talent to [verb] the town from an evil [noun]. The animals worked together to come up with a plan and successfully defeated the [noun]. The townspeople were amazed and grateful to the [adjective] talking animals for saving the day.",false,true,false,0.70,1.00,2025-04-13 04:56:16.525516+00,2025-04-13 04:56:16.525516+00
11012,,The Mysterious Letter,A mysterious letter arrives,"One [adjective] morning, a [noun] received a mysterious letter in the mail. The [noun] carefully opened the letter and read the [adjective_noun] message. It was a [adjective] invitation to a [adjective] party at a [place]. Excited and curious, the [noun] decided to attend the party and unravel the mystery.",false,true,false,0.70,1.00,2025-04-13 04:58:36.88076+00,2025-04-13 04:58:36.88076+00
11013,,Cock and Cum Socks,Cock and cum socks,"I can't believe it! I just found out that my [adjective] neighbor has been stealing all of my [plural_noun] and using them as [noun] for his pet [animal]. He even asked to borrow my [adjective] [noun] to use as a [adjective] [noun] for his [animal], but I had no idea what he was really planning to do with it. I guess I'll have to start keeping my [plural_noun] locked up in my [noun] from now on!",false,false,false,0.70,1.00,2025-04-13 05:55:16.890533+00,2025-04-13 05:55:16.890533+00
11014,,Sexy Ladyboy,sexy ladyboy,"Once upon a time, there was a [adjective] ladyboy named [name]. [He_she] had the most [adjective] hair and [color] eyes. [He_she] loved to wear [clothing] and [verb] in the [location].",false,false,false,0.70,1.00,2025-04-13 05:55:35.398068+00,2025-04-13 05:55:35.398068+00
11015,,The Surprising Discovery,semen,"The other day, I was walking through the [adjective] park when I stumbled upon a [noun] that was emitting a strange [noun]. As I got closer, I realized it was actually [adjective] [noun]! I couldn't believe my [body_part] - what a strange discovery!",false,true,false,0.70,1.00,2025-04-13 05:59:09.156335+00,2025-04-13 05:59:09.156335+00
11016,,Alien Space Party,Alien space party themed like something diddy would do,The [adjective] alien ship landed in the [noun] and instantly started blasting [plural noun] from its speakers. The aliens were wearing [adjective] costumes and doing the [verb ending in -ing] dance moves. It was a [adjective] sight to see!,false,true,false,0.70,1.00,2025-04-13 05:59:25.494969+00,2025-04-13 05:59:25.494969+00
11017,,Mr. Nam Fights Robots,Mr. Nam fights robots,"Mr. Nam is a [adjective] martial artist who is known for his incredible speed and [adjective] moves. One day, he is called in to [place] to help defend the city from a swarm of [plural_noun]. As Mr. Nam battles the [plural_noun], he uses his [noun] and [adjective] skills to defeat them one by one. The people of [place] cheer for Mr. Nam as he emerges victorious, saving the city from destruction.",false,true,false,0.70,1.00,2025-04-13 08:32:56.022254+00,2025-04-13 08:32:56.022254+00
11018,,Weird Mom,"My mom is acting weird ","My [adjective] mom has been [adverb] [verb] around the house lately. She started [activity] for no reason, and when I asked her about it, she just laughed [adverb]. It's like she's a whole new person!",false,true,false,0.70,1.00,2025-04-13 12:05:51.446289+00,2025-04-13 12:05:51.446289+00
11019,,Pokémon Battle,Pokémon battle,"Today, I had a [adjective] Pokémon battle with my friend. I sent out my [adjective_noun] Pikachu to battle against their [adjective_noun] Charmander. The battle was intense, with Pikachu using [verb] to attack and Charmander [verb] to defend. In the end, my Pikachu emerged victorious, and we celebrated our win with a [adjective] victory dance.",false,true,false,0.70,1.00,2025-04-13 12:08:55.633234+00,2025-04-13 12:08:55.633234+00
11020,,My Day as a Community Volunteer,My day as a community volunteer,"Today, I woke up feeling [adjective]. I quickly got dressed in my favorite [clothing_item] and headed to the [place] to start my day as a community volunteer. I spent the morning [verb_ing] with the local [animal] shelter, helping to [verb] the animals and clean their cages. It was such a [adjective] experience to be able to give back to my community in this way.",false,true,false,0.70,1.00,2025-04-13 13:06:04.007258+00,2025-04-13 13:06:04.007258+00
11021,,The Enchanted Forest,Glowing purple mushrooms in forest,"Once upon a time, in a [adjective] forest, there were glowing purple mushrooms scattered all around. The [noun] of the forest would often gather these mushrooms to use in their special potions. The [adjective] glow of the mushrooms lit up the dark forest, creating a magical and enchanting atmosphere. It was said that anyone who ate the mushrooms would gain [plural_noun] and wisdom beyond imagination.",false,true,false,0.70,1.00,2025-04-13 13:16:31.145203+00,2025-04-13 13:16:31.145203+00
11022,,The Morning Wake Up,You awake Yajro?,"You awake [adjective]? It's time to start the day! The [animal] is already [verb ending in -ing] in the yard, and the sun is shining [adverb]. Don't forget to grab your [noun] before you head out the door.",false,true,false,0.70,1.00,2025-04-13 14:03:31.664299+00,2025-04-13 14:03:31.664299+00
11023,,School Fun,School fun,"Today at [school_event], I [verb] in the [school_location]. It was [adjective]! Then, during [class_subject], I [verb] with my [noun] and we [verb] until the bell rang. After school, I [adverb] [verb] to the [school_activity] and had a blast with my friends.",false,true,false,0.70,1.00,2025-04-13 14:21:09.046865+00,2025-04-13 14:21:09.046865+00
11024,,A Day with Burnice and Leelah,Burnice and Leelah hang out,"Burnice and Leelah decided to go to the [place] for some [adjective] fun. First, they [verb] around the [noun] and then they [adverb] [verb] to the [place]. They couldn't stop [verb ending in -ing] and laughing all day long.",false,true,false,0.70,1.00,2025-04-13 14:56:23.332314+00,2025-04-13 14:56:23.332314+00
11025,,Frog Crossing the Road,"Frog crossing the road ","One [adjective] day, a [noun] was trying to cross the road. It looked both ways and hopped [adverb] across the street. Suddenly, a [adjective] car came speeding down the road and nearly [verb] the poor frog! Luckily, the frog made it to the other side and hopped into a [noun].",false,true,false,0.70,1.00,2025-04-13 15:31:11.065875+00,2025-04-13 15:31:11.065875+00
11026,,Brunch,"Brunch ",Today I went to a [place] for brunch. I ordered the [adjective] [food] and it was absolutely delicious! The [animal] at the table next to me kept trying to steal my [noun]. It was a hilarious and memorable brunch experience.,false,true,false,0.70,1.00,2025-04-13 15:35:24.849615+00,2025-04-13 15:35:24.849615+00
11027,,Hotdog Adventure,"Hotdogs ","Yesterday, I went to the park to eat a [adjective] hotdog. As I was walking, I saw a [noun] running around with a hotdog in its mouth. I couldn't believe my [emotion] eyes! Then, out of nowhere, a [animal] appeared and tried to steal my hotdog. It was the craziest hotdog experience I've ever had!",false,true,false,0.70,1.00,2025-04-13 15:38:50.806588+00,2025-04-13 15:38:50.806588+00
11028,,Food Mad Lib,"Food ","I love to eat [adjective] [plural_noun] with [adjective] [noun] on top. It's the perfect combination of [adjective] and [adjective]. Whenever I'm feeling [emotion], I reach for a big bowl of [plural_noun]. It always puts a smile on my face.",false,true,false,0.70,1.00,2025-04-13 15:42:15.724164+00,2025-04-13 15:42:15.724164+00
11029,,Lost in a Dream World,Lost in a dream world,"I woke up in a [adjective] [place] and couldn't believe my eyes. The sky was a beautiful shade of [color], and the air was filled with the scent of [plural_noun]. As I walked through the [place], I encountered a [adjective] [creature] who offered to show me around. We wandered through fields of [type_of_flower] and swam in a crystal-clear [body_of_water]. It was truly a dream come true.",false,true,false,0.70,1.00,2025-04-13 15:56:51.830282+00,2025-04-13 15:56:51.830282+00
11030,,Mystery in Pleasant Hill,Mystery in pleasant hill,"It was a [adjective] day in Pleasant Hill, [adverb] the sun shining brightly. As I walked down the [noun], I noticed something [adjective] in the distance. As I got closer, I realized it was a [noun]! I couldn't believe my [body_part]! I quickly called the [occupation] and reported what I had found.",false,true,false,0.70,1.00,2025-04-13 16:09:19.164922+00,2025-04-13 16:09:19.164922+00
11031,,Lost in the Desert,Lost in the desert,"One day, while [verb_ing] through the desert, I stumbled upon a/an [adjective] [noun]. It was a/an [adjective] sight to see, with its [color] [noun] and [adjective] [noun]. As I approached the [noun], I heard a [sound] coming from inside. I cautiously peeked in and found a/an [adjective] [noun] staring back at me. It seemed friendly enough, so I decided to [verb] with it for a while. After spending some time with my new [noun] friend, I realized that I was no longer lost in the desert.",false,true,false,0.70,1.00,2025-04-13 16:34:24.469933+00,2025-04-13 16:34:24.469933+00
11032,,Lost in the Desert,Lost in the desert,"Once upon a time, [a_noun] was lost in the desert. They had no idea how they got there, but all they could think about was finding [a_place] before they dehydrated. As they trudged through the scorching sand, they wished they had brought [an_adjective] [a_noun] to shield them from the sun. Suddenly, they spotted [a_color] oasis in the distance and raced toward it, hoping to find [a_food] and [a_beverage] to quench their thirst.",false,true,false,0.70,1.00,2025-04-13 17:53:28.979764+00,2025-04-13 17:53:28.979764+00
11033,,Lost in the Desert,Lost in the desert,"One day, while [verb_ing] through the scorching hot desert, I stumbled upon a[n] [adjective] oasis. I couldn't believe my [noun] when I saw the beautiful palm trees and crystal clear water. I immediately [adverb] ran towards the water to quench my [noun]. As I sat under the shade of the palm trees, I [verb_past] that I had no idea how I ended up in the middle of the desert.",false,true,false,0.70,1.00,2025-04-13 17:54:20.924413+00,2025-04-13 17:54:20.924413+00
11034,,Movie Madness,Sitting through a 3 hour movie,"I can't believe I sat through a [adjective] movie for [number] hours. The plot was so [adjective] and the characters were [adjective]. I thought I was going to [verb] of boredom. The only good part was the [noun] scene, which made the whole experience slightly more bearable.",false,true,false,0.70,1.00,2025-04-13 18:18:49.444945+00,2025-04-13 18:18:49.444945+00
11035,,Goodbye Earth Mad Lib,Good bye earth,"As I [verb_past_tense] into the spaceship, I couldn't help but feel [adjective] about leaving Earth behind. The [noun] of the blue planet fading into the distance made me realize how much I will miss the [plural_noun] and [adjective] landscapes. But the thought of [verb_ing] new worlds and [adjective] adventures filled me with excitement. Goodbye, Earth. I will always cherish the memories of [place] and the people I leave behind.",false,true,false,0.70,1.00,2025-04-13 18:22:15.030061+00,2025-04-13 18:22:15.030061+00
11036,,Radioactive Radio Show,"Radio, radioactive and 50s radio style","Welcome to the [adjective] Radioactive Radio Show, where we bring you the best tunes from the 50s! Today's special guest is [a_verb] [noun], who will be sharing [adjective] stories from their time in the music industry. But first, let's groove to some [plural_noun] that will make you want to [verb] all night long. Now, let's hear from our sponsor, [a_famous_person]'s [adjective] [noun] - the only [noun] that will keep you moving and shaking all day long!",false,true,false,0.70,1.00,2025-04-13 18:23:12.656918+00,2025-04-13 18:23:12.656918+00
11037,,Lost in a Maze,Lost in a maze,"I was [verb_ing] through the [adjective] maze when I suddenly came across a [noun]. It was so [adjective] that I couldn't help but [verb] in amazement. As I continued to [verb] through the maze, I realized I had taken a wrong turn and ended up in a [place]. I felt [emotion] as I tried to find my way out.",false,true,false,0.70,1.00,2025-04-13 18:24:30.094372+00,2025-04-13 18:24:30.094372+00
11038,,Dinner Disaster,The food was horrible!,"Last night, I went to a [noun] restaurant with my [adjective] friend. The waiter brought out the most [adjective] looking [noun] I had ever seen. It smelled like [adjective] [noun] and tasted like [adjective] [noun]. I couldn't believe how [adjective] the food was! I will never go back to that restaurant again.",false,true,false,0.70,1.00,2025-04-13 18:24:39.824478+00,2025-04-13 18:24:39.824478+00
11039,,A Day at Work,A guy going to work but some funny and weird things happen to him,"One morning, as I was getting ready for work, I realized that I had forgotten my [_adjective_] lunch on the kitchen counter. When I arrived at the office, I noticed that someone had replaced all of the coffee with [_liquid_]. Then, during a meeting, my boss suddenly started singing [_song_lyric_] at the top of his lungs. It was definitely the most [_adjective_] day at work I've ever had.",false,true,false,0.70,1.00,2025-04-13 18:24:52.62332+00,2025-04-13 18:24:52.62332+00
11040,,Lost Wallet,I lost my wallet!,"I can't believe I lost my [adjective] wallet! I had all of my [plural_noun] in there, including my [color] credit card. I must have left it at the [noun] when I was [verb_ing]. Now I have to [verb] all over town to find it!",false,true,false,0.70,1.00,2025-04-13 18:27:29.071222+00,2025-04-13 18:27:29.071222+00
11041,,Dinner Disaster,The food was horrible!,I can't believe I had to eat [adjective] [plural_noun] for dinner. It was the most [adjective] thing I've ever tasted. I thought I was going to [verb] right there at the table. The chef must have been [adjective] to make something so terrible!,false,true,false,0.70,1.00,2025-04-13 18:37:58.604957+00,2025-04-13 18:37:58.604957+00
11042,,Baseball Game,all of a sudden the batted ball came flying directly at me,"All of a sudden the [adjective] ball came flying directly at me. I quickly [adverb] [verb] out of the way, narrowly avoiding getting hit. The ball ended up smashing into the [noun], causing a huge [noun] of dust to fill the air.",false,true,false,0.70,1.00,2025-04-13 18:46:26.237288+00,2025-04-13 18:46:26.237288+00
11043,,Airport Encounter,I was walking through the airport and there he/she was,"I was walking through the [place] and there he/she was. I couldn't believe my [body_part]! I quickly [verb] over to say hello. We ended up chatting for hours, and I knew it was fate that we met at the [place].",false,true,false,0.70,1.00,2025-04-13 18:54:08.49917+00,2025-04-13 18:54:08.49917+00
11044,,The Exclusive Party,exclusive,"I was invited to an [adjective] party at the [noun] last night. When I arrived, I was greeted by a [adjective] butler who led me to the [adjective] ballroom. The room was filled with [plural noun] and the music was [adverb] loud. I saw [celebrity name] mingling with the guests and I couldn't believe I was at such an exclusive event.",false,true,false,0.70,1.00,2025-04-13 18:56:43.170119+00,2025-04-13 18:56:43.170119+00
11045,,Rock Concert Madness,The band was already 2 hours late.   I was ready to walk out...,"The band was already [adjective] hours late. I was ready to [verb] out when suddenly the lead singer came running onto the stage, [adverb] apologizing for the delay. As soon as the music started, the crowd went wild, [verb] and dancing like there was no tomorrow.",false,true,false,0.70,1.00,2025-04-13 19:06:35.695734+00,2025-04-13 19:06:35.695734+00
11046,,Lost in a Dream,Lost in a dream,"I was [verb_ing] through a [adjective] forest when I stumbled upon a [noun]. Suddenly, a [adjective] [animal] appeared out of nowhere and started [verb_ing] towards me. I quickly [verb_ed] away, only to find myself in a [adjective] field filled with [plural_noun]. As I [verb_ed] through the field, I saw a [adjective] [noun] in the distance, and I knew I had to [verb] towards it. When I reached the [noun], I found myself waking up from a [adjective] dream.",false,true,false,0.70,1.00,2025-04-13 19:10:11.866786+00,2025-04-13 19:10:11.866786+00
11047,,Lost in a Dream,Lost in a dream,"I was [verb_ing] through a [adjective] forest when I stumbled upon a [noun]. It was so [adjective] that I couldn't help but [verb] closer to get a better look. Suddenly, I heard a [animal] [verb] behind me. I turned around and saw a [adjective] [animal] staring at me with its [body_part] glistening in the sunlight.",false,true,false,0.30,1.00,2025-04-13 19:14:38.872027+00,2025-04-13 19:14:38.872027+00
11048,,The Great Car Race,Car racing,"Today is the day of the annual [adjective] car race. The [adjective] cars lined up at the starting line, their engines roaring in anticipation. The [adjective] crowd cheered as the [noun] flag waved, signaling the start of the race. The drivers put the pedal to the metal, racing down the [adjective] track, vying for the coveted first place title. In the end, it was [name], in their [adjective] car, who crossed the finish line first, claiming victory in the thrilling car race.",false,true,false,0.70,1.00,2025-04-13 19:15:56.744537+00,2025-04-13 19:15:56.744537+00
11049,,Mystery at the Manor,Mystery at the manor,"It was a dark and stormy night at the [adjective] manor. The wind was howling and the rain was [verb_ing] against the windows. Inside, the [noun] was flickering, casting eerie shadows on the walls. Suddenly, there was a loud [sound_noun] from the [room] upstairs. Everyone gasped and [past_tense_verb] towards the staircase, ready to uncover the [adjective] secret of the manor.",false,true,false,0.70,1.00,2025-04-13 19:21:30.013342+00,2025-04-13 19:21:30.013342+00
11050,,Farting Fiasco,Farts,"One day, [adjective_] Bob was walking down the street when he suddenly felt a [adjective_] rumble in his stomach. He knew that a [adjective_] fart was on its way, and he desperately tried to hold it in. Unfortunately, the [noun_] pressure was too much, and he let out a loud, [adjective_] fart that echoed through the neighborhood. Mortified, Bob quickly [verb_] away, hoping no one had heard or smelled his embarrassing moment.",false,true,false,0.70,1.00,2025-04-13 19:21:32.864797+00,2025-04-13 19:21:32.864797+00
11051,,The Case File,The case file,"Detective [noun] was called to investigate a [adjective] crime scene. Upon arrival, the officer found a [noun] in the middle of the room. The [noun] was covered in [color] [plural_noun]. After interviewing several [plural_noun], the detective finally solved the case and arrested the [adjective] suspect.",false,true,false,0.70,1.00,2025-04-13 19:31:58.016255+00,2025-04-13 19:31:58.016255+00
11052,,The Busy Businessman,businessman,"Once upon a time, there was a [adjective] businessman named [person_name]. He was always [adverb] working at his [noun] and rarely had time for [plural_noun]. One day, he [past_tense_verb] into a [adjective] [place] and realized he needed to take a break and enjoy the [adjective] things in life.",false,true,false,0.70,1.00,2025-04-13 19:36:29.530785+00,2025-04-13 19:36:29.530785+00
11053,,The Silly Jokes,jokes,"Why did the [adjective] [noun] go to the doctor? Because it was feeling a little [adjective]! What do you call a [animal] with no eyes? A [adjective]! Knock, knock! Who's there? [Name]. [Name] who? [Name] who you think it is! Why did the [noun] bring a ladder to the bar? Because it heard the drinks were on the house!",false,true,false,0.70,1.00,2025-04-13 19:39:51.301481+00,2025-04-13 19:39:51.301481+00
11054,,Thief's Search,thief’s search,"Once upon a time, a [adjective] thief named [name] set out on a quest to find the legendary [noun]. Along the way, [pronoun] encountered a [adjective] [animal], who led [pronoun] to a hidden [place]. Inside the [place], [pronoun] found the [noun] and realized [pronoun] had to make a difficult decision.",false,true,false,0.70,1.00,2025-04-13 19:41:55.543899+00,2025-04-13 19:41:55.543899+00
11055,,Recovery Mad Lib,recovery,"After [adjective] surgery, I was feeling [adverb] weak and [adjective]. The doctor told me to [verb] slowly and to take [noun] for the pain. I spent the next few days [verb] in bed, watching [noun] and eating [adjective] food. Eventually, I started to feel [adverb] better and was able to [verb] around the house.",false,true,false,0.70,1.00,2025-04-13 19:44:23.806377+00,2025-04-13 19:44:23.806377+00
11056,,A Day at the Zoo,his dismay,"I went to the zoo and saw a huge [adjective] [noun]! It was so [adjective] and [adjective], I couldn't believe my [body_part]. Then I watched the [animal] [verb] around in its enclosure, and it was absolutely [adjective]. Overall, it was a [adjective] day at the zoo.",false,true,false,0.70,1.00,2025-04-13 19:47:08.823319+00,2025-04-13 19:47:08.823319+00
11057,,A Visit to the Doctor,A visit to the doctor,"When I went to the doctor for a [adjective] check-up, I was feeling [emotion] about it. The doctor asked me to [verb] and then [adverb] checked my [body_part]. After the examination, the doctor gave me a [noun] and told me to [verb] it twice a day. Overall, it was a [adjective] experience and I'm glad I went.",false,true,false,0.70,1.00,2025-04-13 19:49:25.860865+00,2025-04-13 19:49:25.860865+00
11058,,College Life,college,"When I first arrived at [adjective_place], I was excited to start my [adjective] journey in higher education. I quickly realized that living in a [adjective] dorm with [number] roommates was going to be an interesting experience. My first class was [adjective_time] and I had to rush to get there on time. But once I settled in, I met some amazing [plural_noun] and had the opportunity to explore new [plural_noun].",false,true,false,0.70,1.00,2025-04-13 19:50:29.514848+00,2025-04-13 19:50:29.514848+00
11059,,The Smuggler's Surprise,contraband,"Once upon a time, in a [place], there was a notorious [occupation] named Captain [name]. He was known for smuggling [plural_noun] across the border. One day, while evading the authorities, he stumbled upon a hidden [noun] filled with [adjective] [plural_noun]. He couldn't believe his luck and decided to [verb] them back to his hideout. Little did he know, the [plural_noun] were actually a trap set by his rival, [name]. As soon as he reached his hideout, the authorities surrounded him and he was caught red-handed with the contraband. From that day on, he was known as the smuggler who fell for the ultimate [adjective] trick.",false,true,false,0.70,1.00,2025-04-13 19:52:40.253769+00,2025-04-13 19:52:40.253769+00
11060,,The Adventure of the High-Risk Area,high-risk area,"Yesterday, I went on an adventure to a [adjective] [noun] that was known to be a high-risk area. As I [verb] through the [adjective] [noun], I couldn't help but notice the [adjective] [noun] that surrounded me. Suddenly, I heard a [adjective] [noun] rustling in the bushes. My heart started [verb] as I cautiously approached the source of the sound. To my surprise, I found a [adjective] [noun] staring back at me. I quickly [verb] away from the [adjective] [noun] and made my way out of the high-risk area.",false,true,false,0.70,1.00,2025-04-13 19:55:38.851592+00,2025-04-13 19:55:38.851592+00
11061,,The Mismatched Siblings,they were all the same,"Once upon a time, in a land far, far away, there lived three [adjective] siblings. The oldest, [proper_noun], was known for their quick wit and sharp tongue. The middle sibling, [adjective], was the complete opposite - quiet, reserved, and always lost in thought. And finally, the youngest sibling, [proper_noun], was a ball of energy, constantly bouncing from one activity to the next. Despite their differences, they were all the same in one way - their unwavering love for each other.",false,true,false,0.70,1.00,2025-04-13 19:58:23.758341+00,2025-04-13 19:58:23.758341+00
11062,,Out of the Public Eye,out of the public eye,"I can't believe I saw [a_celebrity] at the [an_adjective] [noun] today. They were trying to [verb] without being noticed. It was so [an_adjective] to see them out in public like that. I wanted to go up and [verb] with them, but I didn't want to disturb their [a_noun].",false,true,false,0.70,1.00,2025-04-13 19:59:13.631773+00,2025-04-13 19:59:13.631773+00
11063,,The Adventures of Verbil,Verbil grinned,"Verbil [verb] through the [adjective] forest, feeling [emotion] as he saw the [noun] in front of him. He [adverb] [verb] towards it, and [verb] it with all his [body_part].",false,true,false,0.70,1.00,2025-04-13 20:00:40.761742+00,2025-04-13 20:00:40.761742+00
11064,,Disastrous Dinner Party,There was a lot of damage done here,"There was a lot of [adjective] damage done here. The [noun] was shattered, and the [adjective] [noun] was in ruins. It was a [adjective] sight to behold. The [adjective] [noun] had never seen such chaos in all its [adjective] years of existence.",false,true,false,0.70,1.00,2025-04-13 20:05:35.867933+00,2025-04-13 20:05:35.867933+00
11065,,A Day with a Sprite,sprite,"One day, I was walking through the [forest] when I stumbled upon a [shimmering] [pond]. As I got closer, I saw a [sparkling] [sprite] dancing around the [water]. It was the most [beautiful] creature I had ever seen, with [glowing] wings and a mischievous [smile]. The sprite invited me to join in its [magical] dance, and I couldn't resist. We spent the entire day [laughing] and [playing] in the [enchanted] [forest]. It was an experience I'll never forget.",false,true,false,0.70,1.00,2025-04-13 20:06:38.938054+00,2025-04-13 20:06:38.938054+00
11066,,The Sprite Commercial,sprite commercial,"Have you ever [verb_present_tense] a refreshing drink that makes you feel like you're on top of the world? Well, look no further than [adjective] Sprite! With its [adjective] taste and [adjective] bubbles, Sprite is the perfect beverage for [noun_plural] of all ages. Whether you're [verb_ending_in_ing] in the sun or just [verb_ending_in_ing] with friends, Sprite is guaranteed to bring a smile to your face. So why settle for boring drinks when you can [verb] up your day with a cool, [adjective] can of Sprite?",false,true,false,0.70,1.00,2025-04-13 20:06:47.257373+00,2025-04-13 20:06:47.257373+00
11067,,Tourist Destination Mad Lib,tourist destination,"I recently visited the city of [adjective] _noun_ and it was absolutely [adjective]! The [adjective] _noun_ was so beautiful and the [adjective] _noun_ were incredibly friendly. I even tried the local delicacy, [plural_noun], and it was [adjective]. I would highly recommend [verb_ing] to this amazing tourist destination.",false,true,false,0.70,1.00,2025-04-13 20:08:28.824082+00,2025-04-13 20:08:28.824082+00
11068,,Parallel to the Goblins,parallel to the goblins,"Once upon a time, in a [place_] far, far away, there lived a group of [adjective_] goblins who were always causing mischief. One day, they stumbled upon a [noun_] that led them to a parallel universe where everything was [adjective_]. In this universe, the goblins were actually [occupation_] who spent their days doing good deeds. It was a strange and [adjective_] place, but the goblins soon realized that they preferred their original world, and they hurried back through the [noun_] to their own reality.",false,true,false,0.70,1.00,2025-04-13 20:09:53.271795+00,2025-04-13 20:09:53.271795+00
11069,,Express Surface Shots,for express surface shots,"When taking pictures for express surface shots, it's important to use a [adjective] camera to capture the [adjective] details. Look for interesting [noun] to include in the frame, and make sure the lighting is [adjective] to enhance the overall look. Lastly, don't forget to adjust the [plural_noun] to get the perfect composition.",false,true,false,0.70,1.00,2025-04-13 20:12:09.500107+00,2025-04-13 20:12:09.500107+00
